time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
1717442366071159476,7911,6134,1717442366786506126,308,61
1717442367743240449,12000,9915,1717442368493147664,231,132
1717442370047654624,16149,16714,1717442371050411233,159,259
1717442373464099487,5245,8457,1717442374175785542,357,102
1717442375205228518,10786,7963,1717442375992155485,252,95
1717442377633757127,2059,9622,1717442378372866927,418,123
1717442379775847039,9922,9621,1717442380685161059,270,126
1717442381778908718,14612,13801,1717442382476621756,185,204
1717442384186265285,9792,6185,1717442385006768147,273,63
1717442386861763928,2021,14088,1717442387914174491,417,203
1717442390675193542,15634,8191,1717442391697589342,163,102
1717442392191469710,16751,6052,1717442392194705533,161,101
1717442393828919226,8998,10257,1717442394707331495,288,138
1717442396540924589,18586,12153,1717442397548192500,111,178
1717442398866446875,13288,6541,1717442399756105479,206,69
1717442400772758178,14830,11180,1717442401494673007,180,158
1717442403323222841,5597,7801,1717442404034106832,351,89
1717442404658018991,2638,9191,1717442405428394866,406,115
1717442408001591620,15783,14107,1717442409233290064,164,211
1717442410896155037,9460,6734,1717442411900550212,277,72
1717442412129665083,8418,6528,1717442412134112518,278,72
1717442412932034636,12293,8019,1717442413815393201,226,96
