time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
1718022403080701361,8000,15000,1718022403101409939,308,202
1718022404325503404,8000,16000,1718022404329679600,308,221
1718022405562514562,8000,17000,1718022405566498188,309,238
1718022406795591594,8000,18000,1718022406799983620,309,256
1718022410285313607,9000,6000,1718022411130310022,287,55
1718022412356935423,9000,7000,1718022412361174082,287,55
1718022413598684615,9000,8000,1718022413602518687,287,74
1718022414851269347,9000,9000,1718022414855517301,288,93
1718022416097843427,9000,10000,1718022416100886344,288,112
1718022417326010190,9000,11000,1718022417337232392,288,130
1718022418578671269,9000,12000,1718022418583624343,289,149
1718022419832773789,9000,13000,1718022419837393516,289,167
1718022421069665492,9000,14000,1718022421074635992,289,185
1718022422310013846,9000,15000,1718022422314702387,290,204
1718022423542628797,9000,16000,1718022423546917455,290,221
1718022424801137876,9000,17000,1718022424805308128,290,239
1718022426041078140,9000,18000,1718022426045347058,291,257
1718022429539864141,10000,6000,1718022430397300413,268,56
1718022431623702210,10000,7000,1718022431627954054,268,56
1718022432865155095,10000,8000,1718022432869516233,268,75
1718022434106818679,10000,9000,1718022434110077667,269,93
1718022435343563003,10000,10000,1718022435348066139,269,113
1718022436592138537,10000,11000,1718022436596257030,269,131
1718022437828867933,10000,12000,1718022437833202960,270,149
1718022439074148940,10000,13000,1718022439088648296,270,168
1718022440340253004,10000,14000,1718022440344171278,271,186
1718022441577212245,10000,15000,1718022441582097950,272,204
1718022442850743380,10000,16000,1718022442855097852,272,222
1718022444095137990,10000,17000,1718022444104610255,272,240
1718022445403512691,10000,18000,1718022445414953426,273,258
1718022448880588791,11000,6000,1718022449871969426,249,56
1718022451108015155,11000,7000,1718022451132656877,249,56
1718022452369448372,11000,8000,1718022452374042266,250,76
1718022453611982762,11000,9000,1718022453624336965,250,94
1718022454872861152,11000,10000,1718022454881917553,251,113
1718022456134846673,11000,11000,1718022456143009179,251,132
1718022457387244929,11000,12000,1718022457401965393,252,150
1718022458657895169,11000,13000,1718022458665482666,252,168
1718022459934226045,11000,14000,1718022459939106768,253,186
1718022461179641108,11000,15000,1718022461184265390,253,204
1718022462437555907,11000,16000,1718022462444486006,254,222
1718022463699191094,11000,17000,1718022463702735948,254,240
1718022464959491096,11000,18000,1718022464964594020,255,258
1718022468501938930,12000,6000,1718022469373838001,230,56
1718022470604467224,12000,7000,1718022470612128312,230,57
1718022471874822403,12000,8000,1718022471881230103,231,76
1718022473164341792,12000,9000,1718022473169586602,232,95
1718022474413520400,12000,10000,1718022474427135491,233,113
1718022475703789480,12000,11000,1718022475714040862,233,132
1718022476978136243,12000,12000,1718022476986645800,233,150
1718022478245846309,12000,13000,1718022478253579785,234,169
1718022479504806228,12000,14000,1718022479510775083,234,187
1718022480757880995,12000,15000,1718022480761914841,235,205
1718022481996249741,12000,16000,1718022482003776942,236,223
1718022483274412275,12000,17000,1718022483281205414,236,241
1718022484536850120,12000,18000,1718022484542848881,237,259
1718022488040232151,13000,6000,1718022488898116034,212,57
1718022490136991971,13000,7000,1718022490148067545,212,57
1718022491402600874,13000,8000,1718022491407508485,212,76
1718022492656109588,13000,9000,1718022492660606687,213,95
1718022493954163574,13000,10000,1718022493980201219,213,114
1718022495224038244,13000,11000,1718022495229269424,214,132
1718022496514402085,13000,12000,1718022496519312566,215,151
1718022497799535337,13000,13000,1718022497806103331,216,169
1718022499074921291,13000,14000,1718022499078618550,216,188
1718022500332064741,13000,15000,1718022500336367417,217,206
1718022501589022731,13000,16000,1718022501594699182,217,224
1718022502866789720,13000,17000,1718022502871095285,218,242
1718022504151503734,13000,18000,1718022504162672361,218,260
1718022507675085977,14000,6000,1718022508453367422,193,57
1718022509686662929,14000,7000,1718022509694916046,193,57
1718022510971606527,14000,8000,1718022510988595549,193,76
1718022512252989548,14000,9000,1718022512262312445,194,95
1718022513527813223,14000,10000,1718022513535313924,195,114
1718022514782111984,14000,11000,1718022514789174377,196,133
1718022516059463026,14000,12000,1718022516068289726,197,151
1718022517337654647,14000,13000,1718022517341635754,197,170
1718022518586707559,14000,14000,1718022518591318526,198,188
1718022519836824102,14000,15000,1718022519841342626,198,206
1718022521094071426,14000,16000,1718022521100577902,199,224
1718022522371495685,14000,17000,1718022522376085226,200,243
1718022523637628724,14000,18000,1718022523641446926,200,261
1718022527150932345,15000,6000,1718022527974864186,174,58
1718022529232831419,15000,7000,1718022529236262090,173,57
1718022530494477633,15000,8000,1718022530497803898,175,76
1718022531766986201,15000,9000,1718022531773690192,176,96
1718022533029114480,15000,10000,1718022533033207010,177,114
1718022534286185519,15000,11000,1718022534294236453,177,133
1718022535540083773,15000,12000,1718022535543797457,178,152
1718022536813017516,15000,13000,1718022536817605113,179,170
1718022538072776457,15000,14000,1718022538078907420,179,189
1718022539341338709,15000,15000,1718022539344595993,180,206
1718022540614346133,15000,16000,1718022540618177224,181,225
1718022541866593686,15000,17000,1718022541872039344,181,243
1718022543151174878,15000,18000,1718022543163279399,182,261
1718022546667645971,16000,6000,1718022547444203705,154,58
1718022548699093324,16000,7000,1718022548703242261,154,57
1718022549965985798,16000,8000,1718022549973493073,156,77
1718022551238299763,16000,9000,1718022551243067691,157,96
1718022552512684363,16000,10000,1718022552517205072,157,115
1718022553786702042,16000,11000,1718022553790633186,158,134
1718022555047221257,16000,12000,1718022555065063858,159,152
1718022556350487418,16000,13000,1718022556354716502,160,171
1718022557621468103,16000,14000,1718022557629741737,161,189
1718022558885569502,16000,15000,1718022558901706647,161,208
1718022560155881529,16000,16000,1718022560167666722,162,226
1718022561423746463,16000,17000,1718022561438564313,162,244
1718022562711288265,16000,18000,1718022562718451212,163,262
1718022566242137903,17000,6000,1718022567126205004,135,58
1718022568375897374,17000,7000,1718022568379823852,135,57
1718022569624135044,17000,8000,1718022569629962956,137,77
1718022570878472213,17000,9000,1718022570885184167,137,96
1718022572180873451,17000,10000,1718022572184732041,138,115
1718022573460929378,17000,11000,1718022573473312376,139,133
1718022574731148842,17000,12000,1718022574741182450,141,153
1718022576010326522,17000,13000,1718022576014742973,141,171
1718022577277103036,17000,14000,1718022577286724872,142,189
1718022578594259658,17000,15000,1718022578598907255,142,208
1718022579850573700,17000,16000,1718022579858663744,143,226
1718022581129763635,17000,17000,1718022581134310585,144,244
1718022582404891724,17000,18000,1718022582412606718,145,263
1718022585946479296,18000,6000,1718022586702583453,116,58
1718022587946441827,18000,7000,1718022587954526408,116,58
1718022589240157926,18000,8000,1718022589246488182,117,77
1718022590520044716,18000,9000,1718022590526232030,118,96
1718022591791968644,18000,10000,1718022591795556182,119,115
1718022593053550950,18000,11000,1718022593070097422,121,134
1718022594366601587,18000,12000,1718022594372335612,121,153
1718022595641304823,18000,13000,1718022595660095575,122,171
1718022596917657940,18000,14000,1718022596925259584,123,190
1718022598222584976,18000,15000,1718022598226239994,124,208
1718022599511038742,18000,16000,1718022599517390108,125,227
1718022600766017198,18000,17000,1718022600769515442,125,245
1718022602047160833,18000,18000,1718022602062169383,126,263
