t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
3.596494275,3.266537205,0.324584245,0.004031238,1724941144867806510,9500,15500,1724941145192427386,187,301
2.968065793,2.554429715,0.405550472,0.001455105,1724941147779976123,5500,3500,1724941148185524355,261,75
1.189751002,0.812376529,0.369446442,0.001603699,1724941149008721772,9500,5500,1724941149378165807,184,116
1.545744829,1.16017412,0.360394643,0.01893155,1724941150548873757,15500,7500,1724941150909266381,73,156
2.237564535,1.863461553,0.36934933,0.001710589,1724941152797465479,5500,9500,1724941153166848420,260,190
2.695409563,2.353895803,0.338541698,0.001777274,1724941155525424745,15500,19500,1724941155863999757,79,377
4.246752032,3.912717669,0.330941707,0.001793034,1724941159780999093,7500,1500,1724941160111937762,222,37
2.958885065,2.572539905,0.381296155,0.002089054,1724941162693413910,3500,13500,1724941163074742676,297,263
2.912165982,2.581747132,0.327399973,0.002062166,1724941165662807306,15500,21500,1724941165990205390,79,414
4.941571521,4.511668064,0.426387261,0.002169851,1724941170506462975,1500,1500,1724941170932847032,336,38
4.609244117,4.266674053,0.339237555,0.002154907,1724941175206273586,7500,21500,1724941175545503141,226,409
1.500453017,1.170134038,0.327338435,0.002432298,1724941176721845695,1500,19500,1724941177049182408,335,370
0.778833706,0.411775451,0.350073147,0.016195323,1724941177467209467,1500,21500,1724941177817319967,336,406
3.283880941,2.926630742,0.336837058,0.017358654,1724941180768524973,15500,13500,1724941181105359864,76,268
2.61050918,2.21659678,0.385069796,0.003053145,1724941183349089717,9500,3500,1724941183734196380,185,77
3.631632065,3.25910176,0.366255817,0.00348217,1724941187005911479,9500,19500,1724941187372212699,189,373
4.292311058,3.848998272,0.435952566,0.002757817,1724941191240629161,3500,1500,1724941191676619428,298,37
1.994026207,1.635144732,0.355052915,0.002881124,1724941193317281422,3500,9500,1724941193672328449,298,190
0.784401467,0.409839293,0.369867147,0.003326811,1724941194091819843,3500,7500,1724941194461699971,297,152
3.045418343,2.704603806,0.337284033,0.003093744,1724941197171102889,15500,17500,1724941197508384145,78,341
3.36870405,3.022619529,0.340796931,0.004604461,1724941200537526041,1500,7500,1724941200878390078,337,152
1.716249445,1.342127242,0.368064244,0.003811825,1724941202229007355,5500,13500,1724941202597104892,260,265
1.049829166,0.69866603,0.346181439,0.003797273,1724941203306287157,1500,13500,1724941203652465855,336,262
2.485815655,2.104663203,0.376551254,0.00331565,1724941205775759639,11500,7500,1724941206152307152,148,156
1.344320112,0.935072315,0.391802415,0.01605223,1724941207094566577,7500,3500,1724941207486392732,223,76
1.73526242,1.281928038,0.448056228,0.003447295,1724941208790748657,9500,9500,1724941209238834809,185,192
