time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
1718032343351638960,2000,7000,1718032344708851756,418,69
1718032347525762146,2000,11000,1718032348857687911,418,144
1718032351673949610,2000,15000,1718032353044880604,418,216
1718032356769338627,6000,7000,1718032357992938062,343,72
1718032360807508813,6000,11000,1718032361980693645,344,146
1718032364805708107,6000,15000,1718032366190693664,345,218
1718032369918169006,10000,7000,1718032371206468939,269,74
1718032374033278936,10000,11000,1718032375360607171,270,149
1718032378169933684,10000,15000,1718032379394200819,272,220
1718032383122999097,14000,7000,1718032384499096985,194,75
1718032387313315336,14000,11000,1718032388563785474,197,150
1718032391379427064,14000,15000,1718032392605223550,199,223
1718032396331691266,18000,7000,1718032397513272626,117,76
1718032400324994840,18000,11000,1718032401702385176,121,152
1718032404526168242,18000,15000,1718032405749262960,125,225
