t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
1.907560798,1.899803984,0.004557527,0.002233079,1751291562680489558,14000,22000,1751291562685045252,47,202
1.097118858,1.089046362,0.004497491,0.002786793,1751291563777967281,8000,20000,1751291563782461790,96,184
3.495939078,3.487984896,0.004423473,0.002666369,1751291567275751258,8000,2000,1751291567280170398,98,30
0.40918621,0.316563838,0.083972219,0.002309485,1751291567607592062,10000,2000,1751291567691572892,83,26
1.962176146,1.952525118,0.004132663,0.001702253,1751291569651534440,8000,12000,1751291569655659529,98,114
1.101390446,1.093648872,0.004237772,0.002075581,1751291570753317622,14000,14000,1751291570757555931,48,134
1.441518687,1.229146776,0.209456638,0.002510149,1751291571990440617,14000,20000,1751291572199934995,47,185
1.598901481,1.592110264,0.00420718,0.002087414,1751291573796544657,4000,20000,1751291573800746430,131,183
3.11078177,3.096225905,0.004205903,0.009770193,1751291576901127645,14000,6000,1751291576905330807,44,66
0.828541166,0.718005032,0.098026424,0.003308805,1751291577642860707,10000,4000,1751291577740966519,80,45
1.322092887,1.154720237,0.160478786,0.002462539,1751291578903973748,14000,4000,1751291579064495349,44,45
1.969450158,1.962467147,0.004186903,0.001963898,1751291581033746880,2000,4000,1751291581037929024,148,44
1.91797338,1.910062549,0.004047294,0.003479469,1751291582950726960,12000,8000,1751291582954769754,65,82
1.65958015,1.65168069,0.004220069,0.003166806,1751291584613586303,2000,8000,1751291584617792298,149,80
2.166974693,2.157723103,0.004824264,0.003929259,1751291586780294333,8000,18000,1751291586785127041,98,165
1.49148753,1.332770459,0.154827997,0.003207528,1751291588123519901,2000,12000,1751291588278378898,150,115
1.221867202,1.212430541,0.004030164,0.004083497,1751291589495887328,4000,18000,1751291589499914455,132,164
2.146662746,2.136511485,0.004585026,0.004526417,1751291591642000804,14000,10000,1751291591646586497,47,99
1.927795225,1.916733328,0.004585231,0.004698543,1751291593571066307,4000,6000,1751291593575650945,130,63
1.950094701,1.938558108,0.004881634,0.00553642,1751291595520596832,4000,16000,1751291595525476762,133,147
0.853438811,0.63878584,0.20622837,0.00694153,1751291596171923881,2000,18000,1751291596378192602,150,166
1.222772894,1.0663659,0.150609207,0.003099289,1751291597454535489,2000,16000,1751291597605141122,150,149
1.306631671,1.249227199,0.052558079,0.004372992,1751291598858792628,10000,16000,1751291598911353502,82,150
2.406031839,2.394154917,0.004259328,0.006137004,1751291601316135729,8000,4000,1751291601320390168,98,47
0.801932164,0.624172625,0.169248643,0.003894111,1751291601956011758,12000,4000,1751291602125302734,62,45
2.14814649,2.137055871,0.004363104,0.005406571,1751291604269236765,4000,14000,1751291604273597314,133,129
1.404117217,1.339652384,0.057297751,0.005126019,1751291605621108788,12000,14000,1751291605678469983,63,134
1.918393551,1.906308614,0.004176199,0.00376802,1751291607595187484,2000,10000,1751291607599360461,148,98
1.012234607,0.85096909,0.153837994,0.006575368,1751291608455383108,6000,14000,1751291608609218658,115,132
0.873661135,0.72902625,0.139370831,0.0043859,1751291609348057081,6000,18000,1751291609487426301,115,167
1.332754411,1.113643687,0.214309588,0.004071571,1751291610606793573,12000,18000,1751291610821072921,64,168
1.975203423,1.966735082,0.004169718,0.003881722,1751291612792815356,14000,8000,1751291612796980759,45,84
1.985573959,1.890058332,0.088162937,0.005490736,1751291614693238465,4000,4000,1751291614781399717,134,44
1.195105056,1.178992379,0.005910934,0.005432848,1751291615971125924,6000,10000,1751291615977036987,115,97
0.896601991,0.752555931,0.135230095,0.006279076,1751291616745279841,10000,8000,1751291616880517954,80,81
1.12280115,1.109562729,0.004410104,0.008056828,1751291617998454303,10000,14000,1751291618002861962,81,131
1.771933827,1.676779805,0.088781262,0.005345979,1751291619690507185,2000,20000,1751291619779294373,150,182
2.736555325,2.725363597,0.004203051,0.005247998,1751291622512190250,2000,6000,1751291622516391190,151,64
2.455056944,2.28110583,0.164326825,0.007092306,1751291624805848548,12000,16000,1751291624970175670,64,151
2.56212374,2.551055437,0.004465269,0.006037654,1751291627529529524,6000,4000,1751291627533996960,116,48
1.685540978,1.67416329,0.005195851,0.005309017,1751291629217120676,10000,12000,1751291629222312620,81,114
2.108811252,2.096564354,0.004265883,0.00724297,1751291631326265461,14000,2000,1751291631330528122,43,29
2.148774642,2.135425686,0.004287623,0.008393361,1751291633476533249,4000,10000,1751291633480816354,131,98
1.538775218,1.526356081,0.004184347,0.007082473,1751291635020823498,4000,2000,1751291635025004253,134,29
1.216857786,1.204029117,0.004258791,0.007955089,1751291636237287919,6000,8000,1751291636241544209,115,79
2.071163815,2.051683372,0.00887378,0.00988271,1751291638302369358,10000,18000,1751291638311253656,81,166
1.449230172,1.338711962,0.103745751,0.005313053,1751291639665492358,4000,12000,1751291639769248998,133,115
