t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
1.662798106,0.655388324,1.005241425,0.001484158,1724940776647060647,11500,9500,1724940777652273406,151,193
1.928364227,0.859505902,1.063566373,0.00283493,1724940778522737261,9500,5500,1724940779586305967,187,116
2.753879507,1.324016905,1.424611405,0.001993566,1724940780919110808,13500,11500,1724940782343719602,115,229
2.964100179,1.810148695,1.126235754,0.021655182,1724940784163119831,3500,13500,1724940785289379826,299,263
3.297948766,2.144484204,1.149622296,0.0026244,1724940787459093570,15500,15500,1724940788608707107,79,304
3.277600327,2.261188406,1.012115747,0.001661644,1724940790878310062,3500,19500,1724940791890418458,299,370
1.985308738,0.79632739,1.180024905,0.007359465,1724940792691172856,7500,21500,1724940793871222723,227,407
4.640397365,3.727695648,0.907553218,0.004089685,1724940797609740164,13500,3500,1724940798517297086,109,76
4.570557609,3.483395707,1.081716778,0.00313055,1724940802009126811,1500,19500,1724940803090852220,336,369
5.151190353,3.687941213,1.450245769,0.002943644,1724940806798135411,7500,1500,1724940808248354809,224,36
3.085635437,1.752391662,1.316806251,0.015595607,1724940810007128137,13500,9500,1724940811323956463,114,193
2.4197266,1.197931974,1.204128329,0.003337568,1724940812553415965,7500,5500,1724940813757579444,225,115
4.298670266,3.277793646,1.010780365,0.007872352,1724940817043187041,3500,21500,1724940818053970646,300,406
3.761046947,2.528853392,1.228532038,0.002565675,1724940820598586040,9500,9500,1724940821827126374,187,191
2.413618535,1.281322531,1.123088202,0.008171354,1724940823119379760,5500,3500,1724940824242443961,262,75
3.580006826,2.43782459,1.114536667,0.013220153,1724940826704506251,1500,15500,1724940827819045900,336,297
2.256931675,1.14041113,1.106745983,0.004206189,1724940828986238198,7500,13500,1724940830092972699,226,264
3.198799981,2.062077165,1.119947254,0.003248504,1724940832181005463,3500,3500,1724940833300930736,300,74
1.817076472,0.680274143,1.121088957,0.01432959,1724940833987745258,7500,3500,1724940835108836067,224,76
3.596378375,2.554536679,1.031837587,0.004399487,1724940837686275968,13500,15500,1724940838718111739,116,303
1.758432668,0.412843218,1.332383871,0.011198118,1724940839144044693,13500,13500,1724940840476438046,115,266
2.678539872,1.629382079,1.040175334,0.006037867,1724940842126571874,11500,5500,1724940843166711263,149,116
3.166050407,2.013302634,1.145402362,0.003633711,1724940845198270555,1500,11500,1724940846343687139,337,226
2.742684478,1.750936436,0.980547834,0.005158739,1724940848106050201,7500,19500,1724940849086614924,227,372
3.574437863,2.523427981,1.020442131,0.023302393,1724940851624478675,1500,7500,1724940852644951528,337,150
3.493477734,2.382121477,1.093823395,0.004757903,1724940855065274048,13500,1500,1724940856159130814,109,37
4.769017516,3.956677068,0.805166082,0.006618449,1724940860128055202,13500,21500,1724940860933207062,119,411
3.800772113,2.828417119,0.95374201,0.006868742,1724940863781417581,11500,7500,1724940864735157129,150,155
2.747642126,1.693749523,1.042401476,0.007272891,1724940866443710505,3500,1500,1724940867486107537,300,36
2.756056476,1.717669811,1.019708012,0.014149879,1724940869217704769,7500,9500,1724940870237429577,224,191
2.588086889,1.253237563,1.308788943,0.020888195,1724940871525950262,1500,13500,1724940872834718558,337,262
3.007347379,1.934867561,1.064523873,0.006258977,1724940874811814902,11500,17500,1724940875876328589,154,338
3.200730765,2.147651999,1.041665054,0.007371803,1724940878035422472,5500,7500,1724940879077093989,262,152
3.533085162,2.619776158,0.891974652,0.01758795,1724940881725692330,13500,19500,1724940882617664111,118,375
4.687476708,3.652968296,1.015888122,0.009965012,1724940886300784446,15500,1500,1724940887316746365,70,38
4.630136969,3.512528518,1.100821396,0.006660079,1724940890850701035,5500,17500,1724940891951511394,263,335
3.313613895,2.490438173,0.808631201,0.008903639,1724940894476461995,1500,5500,1724940895285075251,338,113
2.636806533,1.706273412,0.904856163,0.011677558,1724940897015786368,5500,13500,1724940897920747922,262,263
3.397473734,2.373028966,1.004693399,0.004870683,1724940900337854107,5500,1500,1724940901342529136,261,36
2.978298166,1.942996587,1.021470059,0.008063031,1724940903303455938,15500,5500,1724940904324908348,73,117
2.943614063,2.048594975,0.881610964,0.005465428,1724940906391355385,5500,11500,1724940907272966831,262,227
1.683218355,0.815476853,0.857409431,0.009845511,1724940908095732686,5500,15500,1724940908953111173,263,299
2.191245027,1.305379006,0.859143394,0.026125306,1724940910270777788,1500,21500,1724940911129951961,337,406
3.124067116,2.247782086,0.869216477,0.006296027,1724940913424071135,9500,11500,1724940914293322168,188,228
2.093094857,1.013544114,1.067028987,0.006616511,1724940915320409233,3500,11500,1724940916387435221,299,227
2.243352861,1.264771906,0.970925083,0.006265025,1724940917661724907,5500,5500,1724940918632643731,262,114
1.858525757,0.913623715,0.935723674,0.008635937,1724940919555516501,9500,1500,1724940920491237731,185,36
1.796511488,0.915206677,0.864246071,0.014390047,1724940921423982006,13500,5500,1724940922288253706,111,116
2.513481175,0.856426798,1.6346359,0.015044442,1724940923168373106,11500,1500,1724940924802993784,147,37
4.278400527,3.238928885,1.004830404,0.028091508,1724940928067270915,9500,17500,1724940929072123689,191,337
1.961524625,1.030741505,0.912973303,0.014356654,1724940930139512247,3500,17500,1724940931052482865,299,334
2.689123862,1.709289522,0.959110331,0.008840564,1724940932790199914,11500,11500,1724940933749304726,151,230
2.408252899,1.592861843,0.798073394,0.01210228,1724940935357836457,3500,15500,1724940936155902518,299,299
2.049432941,1.152935471,0.888027632,0.006947879,1724940937345609479,9500,13500,1724940938233620444,188,265
2.571670709,1.615732598,0.943072993,0.007452698,1724940939864520831,9500,21500,1724940940807592102,191,409
