t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
2.206389983,2.199449642,0.004127931,0.001364928,1750426612456665580,6000,2000,1750426612460790844,125,11
2.458482753,2.451001381,0.005008346,0.002063234,1750426614913973069,2000,14000,1750426614918981008,168,135
2.488622198,2.479782991,0.004961014,0.002001031,1750426617404216692,4000,2000,1750426617409180798,147,10
1.572524955,1.445340672,0.123833509,0.002792651,1750426618874669114,12000,4000,1750426618998500530,57,30
0.742628151,0.55628733,0.18311149,0.002440711,1750426619558776385,12000,2000,1750426619741932578,57,7
3.81205046,3.802159747,0.004189504,0.005046624,1750426623548167442,4000,20000,1750426623552350725,146,200
2.703679912,2.696927846,0.004333633,0.001897643,1750426626255329775,14000,8000,1750426626259660056,35,79
2.294244282,2.283182879,0.003633567,0.004508131,1750426628549668371,6000,18000,1750426628553299345,125,179
2.906743828,2.890275157,0.004327503,0.003533902,1750426631457073765,2000,4000,1750426631461397990,169,33
2.959361485,2.952498624,0.004121154,0.002280454,1750426634418511484,8000,18000,1750426634422590527,102,179
1.213567178,1.199826827,0.005517933,0.006746473,1750426635626617617,10000,12000,1750426635632133032,80,120
1.697874279,1.688826983,0.00406171,0.002280102,1750426637331595070,2000,6000,1750426637334973344,165,52
3.179338076,3.170320482,0.005841355,0.002492396,1750426640508809376,12000,20000,1750426640514650138,59,203
0.690734522,0.485770603,0.19629321,0.008117438,1750426641004498840,14000,22000,1750426641200837438,38,226
0.85237545,0.595472791,0.250828178,0.004852774,1750426641807906625,12000,22000,1750426642058726988,61,225
1.908986872,1.718650125,0.184990108,0.004281096,1750426643786386467,2000,20000,1750426643971375260,167,203
1.403313402,1.308522774,0.086293472,0.005292491,1750426645288887703,10000,20000,1750426645375182878,81,205
0.82703208,0.721764042,0.09878195,0.004032877,1750426646112025422,6000,22000,1750426646210804669,125,224
1.167701691,1.152870686,0.004541871,0.005234362,1750426647373377793,6000,16000,1750426647377920256,125,164
0.794106927,0.783385779,0.004317485,0.005391101,1750426648167989547,2000,18000,1750426648172303772,165,182
2.056252074,2.032392307,0.015702292,0.006678104,1750426650212350025,12000,12000,1750426650228057075,61,119
1.905737036,1.794752603,0.105739311,0.004698499,1750426652030583787,2000,10000,1750426652136324321,168,96
1.954908188,1.779623682,0.169391597,0.003578271,1750426653923309895,10000,18000,1750426654092701677,82,183
2.668358892,2.417929571,0.243772048,0.006237332,1750426656515386024,8000,6000,1750426656759166665,103,52
0.83967052,0.607173112,0.21900646,0.011271327,1750426657375440389,10000,8000,1750426657594504737,80,75
1.724510368,1.671927707,0.043654546,0.00433817,1750426659284125305,4000,16000,1750426659327783888,146,161
0.79300183,0.636669758,0.146813835,0.00457637,1750426659980359620,8000,16000,1750426660127217065,102,162
2.956808358,2.947878078,0.004331762,0.004076062,1750426663080880258,2000,2000,1750426663085208983,169,12
1.199997821,1.188033484,0.004247671,0.005470415,1750426664281059817,4000,8000,1750426664285305136,146,70
1.273792746,1.184037165,0.084732845,0.004304041,1750426665477108299,6000,14000,1750426665561844867,124,141
0.798838157,0.625553325,0.157281043,0.014355253,1750426666193785968,10000,14000,1750426666351064492,81,140
1.244360958,1.229799597,0.004410243,0.00729293,1750426667598653300,14000,20000,1750426667603060839,38,203
3.049159671,3.029295115,0.008631507,0.009266518,1750426670642187613,6000,6000,1750426670650809768,125,56
2.547167694,2.525647195,0.007168265,0.013422653,1750426673187523477,12000,18000,1750426673194669039,59,180
2.850419321,2.840017595,0.004304356,0.004572241,1750426676056515297,8000,4000,1750426676060819504,103,32
2.447638326,2.434099804,0.004370021,0.00866384,1750426678502291404,10000,16000,1750426678506658796,81,159
2.191612702,2.180633242,0.004490539,0.005904928,1750426680697011791,4000,6000,1750426680701499626,147,56
0.798857937,0.633174583,0.154188751,0.008607896,1750426681344190576,4000,4000,1750426681498428030,147,30
2.729483985,2.717857458,0.004377114,0.006154482,1750426684227649388,4000,18000,1750426684232023465,146,179
2.147104073,2.134080674,0.004343689,0.007812165,1750426686377990348,14000,10000,1750426686382331407,41,97
1.503622707,1.493106297,0.004150931,0.005673969,1750426687885487323,6000,12000,1750426687889635440,122,118
1.462931497,1.344048652,0.111433601,0.006420052,1750426689241040059,14000,12000,1750426689352528530,37,119
1.154200294,1.142598842,0.004188727,0.006557569,1750426690502883037,14000,18000,1750426690507062820,37,181
3.231488457,3.219444602,0.004574019,0.006941898,1750426693734077905,14000,2000,1750426693738650016,35,10
4.400036884,4.386686637,0.004272671,0.008624507,1750426698133147596,4000,22000,1750426698137396174,147,221
3.415297205,3.365021347,0.042948947,0.006707863,1750426701512123497,10000,6000,1750426701555073036,79,53
1.342563233,1.279146236,0.045228104,0.016315174,1750426702843383125,4000,10000,1750426702889135686,146,97
0.936739173,0.723069337,0.19866111,0.013794908,1750426703630218824,8000,12000,1750426703828866527,102,118
1.642770219,1.622974105,0.004178579,0.012906011,1750426705468821575,10000,4000,1750426705472995877,79,33
3.342019268,3.331332137,0.004243671,0.005886003,1750426708819124817,6000,20000,1750426708823366322,125,201
3.562878831,3.502211042,0.050839389,0.008491879,1750426712333556471,14000,4000,1750426712384398267,34,28
2.491918272,2.340264483,0.143430276,0.006257388,1750426714737487281,2000,8000,1750426714880917854,168,74
2.604096654,2.589342368,0.004306689,0.009666458,1750426717477666633,8000,20000,1750426717481969711,103,202
2.080658894,2.067354276,0.004338188,0.007293913,1750426719562616030,12000,10000,1750426719566940108,58,100
0.792531721,0.731624564,0.045498584,0.014819896,1750426720307990855,8000,8000,1750426720353496493,101,75
0.413466293,0.397741093,0.004250746,0.009306517,1750426720770723352,8000,10000,1750426720774970413,102,93
1.537920382,1.398278078,0.131954878,0.006851066,1750426722183810511,2000,16000,1750426722315793019,167,160
1.718773213,1.705449207,0.004211394,0.00662079,1750426724031253309,12000,16000,1750426724035455795,63,162
1.548555334,1.32276147,0.213547789,0.011713711,1750426725366307669,6000,10000,1750426725579899808,124,97
0.927835325,0.727026568,0.191611497,0.008053032,1750426726320600194,2000,12000,1750426726512207542,168,117
2.220563643,2.207763482,0.004108358,0.008022552,1750426728729199562,10000,22000,1750426728733299531,81,223
