t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
2.702593468,1.246553908,1.424872186,0.017619897,1745412005269758018,13500,17500,1745412006694642704,113,334
2.172629444,1.134714679,1.031739653,0.005144266,1745412007851640105,7500,19500,1745412008883379554,229,164
3.414535357,2.457797573,0.95318249,0.001921914,1745412011368378785,9500,7500,1745412012321554940,229,164
3.942079135,2.669629288,1.268103539,0.002904298,1745412014998039578,1500,19500,1745412016266146394,333,365
5.940380523,3.163364578,2.771797839,0.004074429,1745412019437370445,13500,5500,1745412022209168450,229,164
2.374149816,2.282399603,0.087627915,0.003296861,1745412024503722639,1500,9500,1745412024591361942,229,164
4.906750606,2.531799737,2.36289237,0.007504695,1745412027140668007,13500,1500,1745412029503542638,230,164
5.608034062,4.02470126,1.578117073,0.002760731,1745412033544180277,15500,21500,1745412035122286499,78,408
2.819326179,1.584691859,1.224413797,0.004209872,1745412036729749368,7500,17500,1745412037954162072,229,164
3.037739344,2.436454769,0.598091597,0.002497462,1745412040399540070,9500,5500,1745412040997625501,229,164
3.481340485,2.126825629,1.34486324,0.002110548,1745412043136926531,13500,15500,1745412044481770475,113,298
2.57486426,1.188276983,1.376664408,0.009285073,1745412045674917755,13500,9500,1745412047051617106,110,187
2.503489315,0.868585503,1.622281615,0.010559629,1745412047936966756,11500,13500,1745412049559253870,150,261
2.811044794,1.81537958,0.992360813,0.002725585,1745412051407584225,3500,5500,1745412052399927242,229,164
3.543325781,2.074612381,1.447415069,0.01885383,1745412054484908259,5500,15500,1745412055932320013,229,164
2.038025307,1.704905003,0.309575038,0.019805377,1745412057663011771,1500,7500,1745412057972585864,229,164
3.878090603,2.51889091,1.351845206,0.00379537,1745412060522124702,15500,5500,1745412061873948167,69,111
3.144831539,2.187634765,0.953507364,0.003095225,1745412064068739537,3500,3500,1745412065022245308,263,71
2.766177551,0.413684618,2.345937199,0.006046972,1745412065440877874,3500,1500,1745412067786820665,297,31
4.358560447,2.644585894,1.695504088,0.015017492,1745412070445956061,15500,11500,1745412072141457927,73,225
