12679,10882,220,151,0, 1
20355,6267,78,50,0, -14
20355,17698,104,300,26, 23
19166,16732,100,256,0, -3
19166,16571,100,255,0, -1
19166,16518,100,255,0, 0
19166,16518,100,255,0, 0
19166,16518,100,253,0, -2
19166,16410,100,253,0, 0
19166,16410,100,253,0, 0
19166,16410,100,253,0, 0
19166,16410,100,253,0, 0
19166,16410,100,253,0, 0
19166,16410,100,252,0, -1
19166,16357,100,252,0, 0
19166,16357,100,252,0, 0
19166,16357,100,252,0, 0
19166,16357,100,252,0, 0
19166,16357,100,250,0, -2
19166,16249,100,250,0, 0
19166,16249,100,250,0, 0
19166,16249,100,250,0, 0
19166,16249,100,249,0, -1
19166,16196,100,249,0, 0
19166,16196,100,249,0, 0
19166,16196,100,249,0, 0
19166,16196,100,248,0, -1
19166,16142,100,248,0, 0
19166,16142,100,248,0, 0
19166,16142,100,248,0, 0
19166,16142,100,248,0, 0
19166,16142,100,246,0, -2
19166,16035,100,246,0, 0
19166,16035,100,246,0, 0
19166,16035,100,246,0, 0
19166,16035,100,246,0, 0
19166,16035,100,245,0, -1
19166,15981,100,245,0, 0
19166,15981,100,245,0, 0
19166,15981,100,245,0, 0
19166,15981,99,244,-1, -1
19220,15927,99,244,0, 0
19220,15927,99,244,0, 0
19220,15927,99,244,0, 0
19220,15927,99,242,0, -2
19220,15820,99,242,0, 0
19220,15820,99,242,0, 0
19220,15820,99,242,0, 0
19220,15820,99,242,0, 0
19220,15820,99,241,0, -1
19220,15766,99,241,0, 0
19220,15766,99,241,0, 0
19220,15766,99,241,0, 0
19220,15766,99,239,0, -2
19220,15659,99,239,0, 0
19220,15659,99,239,0, 0
19220,15659,99,239,0, 0
19220,15659,99,238,0, -1
19220,15605,99,238,0, 0
19220,15605,99,238,0, 0
19220,15605,99,238,0, 0
19220,15605,99,238,0, 0
19220,15605,99,238,0, 0
19220,15605,99,237,0, -1
19220,15552,99,237,0, 0
19220,15552,99,237,0, 0
19220,15552,99,237,0, 0
19220,15552,99,237,0, 0
19220,15552,99,237,0, 0
19220,15552,99,235,0, -2
19220,15444,99,235,0, 0
19220,15444,99,235,0, 0
19220,15444,99,235,0, 0
19220,15444,99,235,0, 0
19220,15444,99,234,0, -1
19220,15391,99,234,0, 0
19220,15391,99,234,0, 0
19220,15391,99,234,0, 0
19220,15391,99,234,0, 0
19220,15391,99,234,0, 0
19220,15391,99,234,0, 0
19220,15391,99,232,0, -2
19220,15283,99,232,0, 0
19220,15283,99,232,0, 0
19220,15283,99,232,0, 0
19220,15283,99,232,0, 0
19220,15283,99,231,0, -1
19220,15230,99,231,0, 0
19220,15230,99,231,0, 0
19220,15230,99,231,0, 0
19220,15230,99,231,0, 0
19220,15230,99,230,0, -1
19220,15176,99,230,0, 0
19220,15176,99,230,0, 0
